Locus	frequency
7	0.04993440472286
7	0.00254181698917678
7	0.00680551000327976
7	0.000737946867825517
7	0.000409970482125287
7	0.000245982289275172
7	0.00032797638570023
7	0.00393571662840275
7	0.00508363397835356
7	0.00598556903902919
7	0.064283371597245
7	0.00270580518202689
7	0.0133650377172844
7	0.00459166939980321
7	0.000901935060675631
7	0.00336175795342735
7	0.000163988192850115
7	0.00172187602492621
7	8.19940964250574e-05
7	0.0164808133814365
7	0.00262381108560184
7	8.19940964250574e-05
7	0.0772384388324041
7	0.00295178747130207
7	0.0250081994096425
7	0.0405050836339784
7	0.0223023942276156
7	0.000819940964250574
7	0.0842079370285339
7	0.0584617907510659
7	0.012791079042309
7	0.0478845523122335
7	0.0118891439816333
7	0.0281239750737947
7	0.0162348310921614
7	0.00352574614627747
7	0.00270580518202689
7	0.00155788783207609
7	0.000901935060675631
7	0.000819940964250574
7	0.00368973433912758
7	0.0301738274844211
7	0.00180387012135126
7	0.000163988192850115
7	0.0055755985569039
7	0.000983929157100689
7	0.0264020990488685
7	0.00606756313545425
7	0.0118071498852083
7	0.0134470318137094
7	0.0298458510987209
7	0.0115611675959331
7	0.0011479173499508
7	0.012873073138734
7	0.0132830436208593
7	0.01426697277796
7	0.0118891439816333
7	0.0261561167595933
7	0.00163988192850115
7	0.00508363397835356
7	0.000737946867825517
7	0.00393571662840275
7	0.0011479173499508
7	0.00254181698917678
7	0.00237782879632666
8	8.20613819136714e-05
8	0.0425898572131955
8	0.0113244707040867
8	8.20613819136714e-05
8	0.00164122763827343
8	0.00582635811587067
8	8.20613819136714e-05
8	0.000328245527654686
8	0.063433448219268
8	0.0709830953553258
8	0.186443459707861
8	0.0358608238962744
8	0.0292959133431807
8	0.0275726243229936
8	0.0606433612342032
8	0.075168225832923
8	0.101345806663384
8	0.0688494994255703
8	0.0583456425406204
8	0.0490727063843755
8	0.0560479238470376
8	0.0247825373379288
8	0.0281470539963893
8	0.00123092072870507
8	0.000738552437223043
8	8.20613819136714e-05
9	0.000327707684745207
9	0.000245780763558905
9	0.000737342290676716
9	0.00499754219236441
9	0.0361297722431591
9	0.0120432574143864
9	0.0232672456169097
9	0.0824184827134196
9	0.0938882516795019
9	0.069228248402425
9	0.061609044732099
9	0.0223660494838604
9	0.0107324266754055
9	0.0405538259872194
9	0.0136817958381124
9	0.0676716368998853
9	0.057266917909225
9	0.0712764214320826
9	0.0388333606423071
9	0.0567753563821072
9	0.0586596755693921
9	0.0141733573652302
9	0.059724725544814
9	0.0397345567753564
9	8.19269211863018e-05
9	0.0236768802228412
9	0.0140095035228576
9	0.000245780763558905
9	0.00106504997542192
9	0.00139275766016713
9	8.19269211863018e-05
9	0.00729149598558086
9	0.00335900376863837
9	0.000491561527117811
9	0.00122890381779453
9	0.000163853842372604
9	0.00114697689660823
9	0.00745534982795347
9	0.000491561527117811
9	0.000245780763558905
9	0.00122890381779453
10	0.00630630630630631
10	0.0654381654381654
10	0.0944307944307944
10	0.00245700245700246
10	0.180835380835381
10	0.128337428337428
10	8.19000819000819e-05
10	0.112612612612613
10	0.0145782145782146
10	0.069041769041769
10	0.138493038493038
10	0.0846027846027846
10	0.0215397215397215
10	0.0152334152334152
10	0.00786240786240786
10	0.0117117117117117
10	8.19000819000819e-05
10	0.00851760851760852
10	0.00941850941850942
10	0.00155610155610156
10	0.0189189189189189
10	0.00425880425880426
10	0.000491400491400491
10	0.00294840294840295
10	0.000245700245700246
11	0.00328030178776447
11	0.000164015089388224
11	0.0802033787108414
11	0.000574052812858783
11	0.18886337543054
11	0.232245366573725
11	0.0447761194029851
11	0.0422338855174676
11	0.024192225684763
11	0.00229621125143513
11	0.0455141873052321
11	0.0570772511071019
11	0.000164015089388224
11	0.00180416598327046
11	0.0735607675906183
11	0.00516647531572905
11	0.000656060357552895
11	0.144087256027555
11	0.000984090536329342
11	0.0519107757913728
11	0.000246022634082336
